hack_license,total_idle_time
000CCA239BFDC0ABE2895AC9086C4290,2492280
0076E6E106BEAE257AF7368C89AFCF4D,5249237
00999BBEB5BE1EDA501E5A0A7C7A2F99,3670599
00AAD23AB59533372077C95F9E16EDF4,946054
00BC0B18D4FFF31102DFCEFD013D04E1,2219455
00BFF9F028A7A9365AEF9EAE23B53603,525900
014D9EA50C387369059D9A4A78535276,3609714
01E72691FE59360E528DD9F9D83B6BC9,9240
01F22CBC6AE36384830BEF17FA0E6125,4566083
0220BBB599540D4BCD35FD1B63A12F8A,4341875
02549796E35A5854B62C93CE04CD5478,2497080
0278435FDDCF03A11055407C7C0E5D0F,2971275
02E89C299851BE6105DD69D6EB15D8FC,3711960
037EC0D8ED9C6272399EBA470E57215D,3910495
03AD1705C13891720BD8B09476762F3A,878906
03E2F5FAF285FB6A13A4B26907617B9A,3776197
03FA1A360F77B5B646B510DA837D58C2,3946620
040FD67368A0E857A7877ED43676AFFA,1293741
04385E63C3D1188F8AFAE807FE272FA8,2888252
04AB15D0C94356CE214540C10A575C8F,3511455
04E2CEC811D8808D27E94930332E8C51,2130865
051508538F4AED7A6614C71620B88C94,4197886
0545D7F16849F5CD003AF00ABE03D20A,4215600
05679B05C691B1A10A5542CECA278CA0,1331880
062502F23F2A3EBC3D2F2E7C894C13F9,3547059
06252BC4885163E83E55CDB4C95FCF67,3072900
065C30785C8CC6EB7E18E0DC4A099C67,4405316
06A71169B1A42BCA0FD5826EBB49772A,3971640
06C89092FC990E21F092DAF5A58E80C9,3445122
071AED815217B05489E73167339494A7,2294160
0729372BDD61FD8360C030E90677DB55,739560
07A1FD4C2CF5764027BECAD46AEE87C1,4541737
07A3985B8131119F5F626DBBD0A6CEC8,3714163
080F73D9E0001D3BAFAFDF1D5DEDF8F5,3516266
083275500FBF23450A58E83BFCE7525A,3817740
083D8CEB07A9C923F1D931FD44CF64DC,3286320
08524E878B197F01D51E68B886D75582,1587519
08B13574D98067B97FADFD0CFDA53C4D,2704680
08CF4BF145A647AF9C2697765C02425F,1042800
09280BAA58670D24E385A3021A453A03,3667494
09A686C307E0A491E549125306DF4DC9,2794320
0A68919307AC188B41B112202DBBB877,4767240
0A795787679EAFBA1BFA8C7E082A18D2,3974985
0BA16677D13B1B4EF68FFDEE483D18DC,3146035
0BBE2A1C1BFBB1AA7FEF8EFFCBDF6B0C,1887108
0BE515ACA187301E619567F1BC3D5FD8,10140
0C22B6464F37C18EA8DD264F16C43FD3,3571440
0C4272C73B8647618DD3233F499B0A0C,3424184
0C756CCD11CA54F9C2ABA3B75457C0A4,1782812
0C82B77F01D5E90810F218422FDFE999,1597980
0CA5DC811EEB2A23F4FE9AC91FB39BDC,704220
0CCC0052117A9BD8A85A1EFE9F67326C,2928824
0CCFC0430D7F0974B7ADAF66C6853CBB,3746820
0D4A187C5A38980CBBD645817F52BD22,2373805
0DAA23B83D50720D0564FF1864DE316D,3789600
0DE7519482983C9DC810B6A37EB4BA4F,2079134
0E126122E8A93FD7053C82022BEA6288,2192989
0E9E0DFD6D2EE06A18FDE370BB38ADD5,4871740
0EB798058527FC155EC17BB91EF92AFC,3464340
0F385974CD8CEDF616AA555429E1F0F9,3032340
0F59524A877485E8DAB01262B5E18190,6170460
0FC762BFFC54AF70C01A552720756D92,5655540
0FCD905A08BE7B1432781DD422E40228,1544925
0FEE92A5B1642EA6DDDA007D870CE3CF,3206652
0FF801124733B31FCEDDB432EC8903B9,1791728
1075456196E4754A467704FB30900039,1521240
109D00A953638B5F988092089230AEB9,443299
