hack_license,total_idle_time
007F93CB46765D45955D47C72BB35FDD,3888681
0146D1711F41AD7C0D14B20D48DC6EEC,4213317
01CC527580B6AAD383464660A4E5A85A,4479385
02C2EC6361CCBE0C1167AD2EB36C2F6A,4149540
02F1D5C15A35AD592FA75645C5B7FD11,3786995
03FD69C17A1CAD86052439FA78F032F7,3974197
0433DB8088DC77240997CF5600253075,2166360
0458B55303C3788EFE3E5C20179F39CB,3930960
046CEAED2FDFB40B6C1019EE9C972323,1735208
04F512423DD7DD4CCFFD65AD4E1D1055,735622
05608B5D392719027040627864AEC448,365705
05CE89807401A892A2515403F954ADD1,6600079
0614DCEB22118104FDCE619D21478686,1915440
061790ADEF2EF7CF88FDA1777365AC9E,2804640
063DCFADFB82BB35358A6CA3A103AB13,5580816
06412E6997A167A5065D584C844C2B98,7520937
06B040415402840AF49DEB8C3329E65B,2454434
06CDB66E238AE40859D307471569A666,924720
06D11565BBA1E9D2526872E6677A47D6,1479110
071E72B4FA05F1E4A316E6D2C2749399,409665
07281E58EA5D53A02B153E4F0F412683,3745418
0776E72CD703DD28EB61D8AB49763D44,3200940
0791DDD33B33AFE2EFD90D20BA5631C1,1537503
07B84B6D354392FDC7ACC19C905C4E3B,337156
07E4F880AC7D03A373F2EDD8E32B569C,4295649
07EAA102262535502D7ADF918A51246B,3545618
080F9FB6A5A0E79E13782A2200622449,3047490
084FF6BBEAD972063684A3107925A17B,3072156
0871F4E95D7BB5AF83FEF08153C70195,4059144
08DBDC7475E6AA2DF8CC8CE8F379FD64,4626530
08E43C8FE282848EDC71121D886839F9,4394115
08F93920165FD775DAB59EF6D644CA60,5173195
09B0E3A9F7113A8CD8A6AFC68712D08B,4395582
0A5EA436ACF277DCB9CE246FC0327AFB,3148320
0A64BD67FC0F6D2010428BBF9F5DDD55,5157180
0A65526221AD91C0CAE9793B282700DF,1852108
0AA580B134D6C7AD07DBC293B7879619,2809435
0AC3E4B9B3F7033C80845B8D67CF3636,3352260
0AE03265EA3A22B54E35E07113D4BEA1,565920
0B160C5B8ECF2646CF8DE3EE6A7562FB,3187122
0B20567376E0A623D182966A6045ADFC,296361
0B35C9C72BEFAE025D534C4453882F8F,6530880
0C616F0522D83CC0646E05C8E58D7B1F,2959178
0C807EE821A8CF33B2A4EF017AB987E3,1857497
0C8AE20F1FD23DAA9854AB1F0B064A63,2335562
0C8DFC7D34A435758B8D8834AADF0451,4006955
0D9036341D7ECE488270365A02F17302,6643206
0DFFA73B00D4EE7E6323F60A8792CDF2,558060
0E1FE89B11CBAFB3EABE45A6CE45A3DF,1834269
0E2BDB59A56E6100941E8D2036CA4938,3926505
0E4EB0C11C9F9F9C8BD0A6AF9D991DD9,2991938
0E61C9012DD90182D3069DB40F10B319,1989114
0EA76FD0F27DC30FF6550F42992B937A,3506220
0EB9EF92340ABDAC8850EE85E548A492,3693376
0F7B9C3BAE985D2BE8B4E7FE6FFCAEE6,2577291
0F847F49BD4F3021487C8B282809784A,3990299
0F8B563D719171B1998729C70C3708D9,4588386
10145171C79C225ED45BA1FD0B9FCC7B,2014020
101E7FE63EB6F013816466D0EA68263E,3325560
102CD7EFFE07638A88B436BC083C2217,2883180
10B3C8B53A1A89F7E80FAE8DDC8295EA,1867620
10C8269A33156E44EA0237CA17F10916,3024001
115F5C4C5E062E5F04E08EC885158F12,3304563
11D46EEF134DB38983EDEB333F63A04B,3713400
127CF3122A7F05DFC5C80D7691A099AB,4425647
1289E37BFAE1708601D3440549153B70,3817399
12939E237BF37F5E149256016EFF64BF,633752
1338A3607CD15144134BF49657E5C738,2583292
1373C54BC045639A4B02E8CB10BCAD23,3519240
13A99DEF7369372C7F2798632363AFF4,4207910
1499F83806F88931253193DEBAAA4F3E,2738608
14BC717F3C0D72F92C4CB0C9DE6443EE,1934940
14F51B247EABF3FCCBB8D8D836D0FEE9,2696580
151712F909D5E3A422ECE807C200EE9D,1124880
16BFF67E0E707372D2A762780C949F10,3311198
16D1F9277ADCCE0E412B9E87298E8676,660
16F31610E8D2CFAD2ABDE69B2A2504AD,3973620
1751BF76DC0F3CD5F7445A31F2FD0D38,4016939
17AC68B021E7D5D98CD21A6AA26CDF46,1190106
17C6358F0777DF8278B17A78D67D645C,775674
189239DA5A9D1F7B242A6B0F8527AD91,3037380
18CDE5B3840421395EC3C17307E7E985,1614552
18D7F7A1FDF4D8ECF5D6C1B843D50B07,2591564
18FBF9B7C3E62307D7D8B1FFD384945A,5208660
197C30C8A090D940F3152BAC035359AB,2318100
19B82323C76EFC96706924875238512B,2079889
19B919B394E6637FB5DECAA848A20D1C,1260
19D0DA16317C26F9FE191507FC6746C1,5043597
1A6CAB3092DCB1821793159CE85E889B,2302320
1A7E4E1F1A2653234EAC9819BC71A14D,1483745
1A857275C9EE13683CEA4E225DE6EE20,3696240
1A9EC6486985CCF529F7C09C76B10ADB,840197
1AA63720BB5D7907C8F9F54FD6E55898,259692
1ABF43D367B90162166E85F570DB0BFC,697685
1B3EC7E48C5670B9A39831FE600BB39A,5195040
1B5AA856F5D70F616B36B92210588376,153950
1BED4E6394AFE7A1AE24E126D0065BE9,1143660
1C1538DC2A36D1B9E52305D6C3ABAAF8,5099697
1C5A428B680FE650002CD42D77D0B5B2,4576702
1CBF03266984A4565E7FB5270A3EDBF3,4444113
1D2BCB496879FF0FCD550301976CF64D,3842128
1EE0E0092C9244C189F5257868416D2E,1227618
1EECBA8FD3587B4533478CD2EDFED38E,3990432
1F4E61068FEA97336C70DC58DD658239,4053420
1FBF6EF81919E99A0C00E4859361FBF0,2664404
