hack_license,total_idle_time
0023CF49F98E4F04AFF553B958952227,4270301
00B7E4E62A1EB052A6543ACC40368894,4148482
00C7124F274C0A594FFEDBF5A9569A20,2114311
01087CB3BC03FE11BE6AE62C441FADE8,4486140
011CE311BFF1075B697A34F03039A77A,3070980
0170F8DD484DC911EF77955B479253FC,4662830
01D37D4C6625E5C6F3DBFF4CA7B0D621,2049903
01EC4E5FA227A14228EB6134740B8EE3,2700870
0220AB4BEE8C66D35775F2ABB02F84E9,3652565
025CD654DB7D403B4C4B54C5AD1BC0EB,1287709
029B08578E9189F9032FECE4C70F4F3A,4681980
02C629847F89361EB7A76560214B380C,654051
02D779A816AB74A56B7ACED964DAE0F9,2704259
0312F56A93E87BF0A0CE85B79196827A,3641805
0347F54352F0A38349DCD1EE34A423A4,1332089
0361E7521DD702F23D4E2735B3841E6E,3483180
038143325EB6555252D7C367644ABE1F,4004040
03D1123BE0B11542938317BA14747134,3028900
03D18D049E6D20A22AC3768C950E8F13,2522639
044F2AA8CF3B079DA41F81AEDC415C29,2311860
046DC20F356BF35E6D16C1DA6FE1820D,3378840
04F81021ECEAA5E70763E550E2FD778E,5644527
04F86B9CEE14DE2271BD1A7477F67671,2279263
051BECC35A807172384A0ABF900B3FBA,1137442
051FD4E8ED53FCB211F4EBF23D4B00D6,871854
0592497A805581F4ABFFF1B0DF7CA0C8,2792640
05D177924E822B60E0FF1E20AE4C0530,2850300
0675E186734F714FDE74D32B33E999E2,3934260
06D54720E174AC72FF8117604E1BEC41,1691940
06DED988067E3643976C55DFCFD9071B,73570
06E8DF044BF4B0D0132C58DA2D387A93,4164232
0743CC94E93FE162F78820C324E9BA0E,3607020
07F76A0C41EE4733831BB07F0A6D5C85,5095897
08B7D7311FAF646C3B400447351B321A,6155400
08C4D0E6F2DC3B587A669BDA1D39E9E1,1056136
091FB6BF4C2FC7BB09FC9F76F31B7FFE,1653110
092344FFCED9D338D7C0DB41F4734953,5390940
0926006276DD0261F28ACFC1714EFBA0,4281588
0ABFF7CEB942E8847A7AEFFFAF2BE1B7,3597528
0AFED54276CCB7E8477629D9BD72FF33,551218
0AFF66B199F466F81D7D469A4D932C1D,2651940
0B7C136FA542350F79C9013B4057DB72,30313
0BA3C7A68A2A220173BA4ED252A75874,4528500
0BE75C352825AE8C6F3279D65F74E45B,3724260
0BEE56D17C0A2CF20338E67068F8DC3A,2400
0C25EDF990293B9A6BB446A7BFC0E5D4,4659540
0C7717E4EE9A0079B47E975417279255,1214760
0CBD70644A92A71FB033753AE4394D8D,4254199
0CE4197F332E22E70122D6A325182953,4046318
0D0DB4350549420F939DF080E1B9338C,2106495
0D1932A4F7D2D84C2E312D3559842D7C,2674611
0D447A656BC5D8051FB713CAB1944BAD,54716
0D6016D8F3FBDDE5B99978AE0E7F76B0,3774341
0D8C4705FBCA176B5DC678ECB6F698D3,2412240
0DAD188A263E9F34157C9F6E2C4B795C,2432447
0E45B9F63DE469D7042A0A1AF7A67164,2889297
0E5B641D3F0876AD95FA4D6FA5F4C34F,3969240
0EAA3A3DC77F49F185689B0C3D7479D0,1858809
0ECE1D4CA6BA26758F87971B4EA8C0DC,68616
0F3C5839D6E0E1440DC2198A3348E259,3437400
0F678BDE6948B0C41F5A948B8C9D2B73,1313705
0F7EC003A650F3147E95B3543107A906,1963312
0FC602C2A935F5061F1012DBE9A893E5,4692988
104C4BB5F1E360ED49D67933858968B8,2080500
1091B2C8A688E5708BDBEE409DAA5793,2029440
10D2153C37065F4E54D5FACEBC925783,6900657
113160389E10B6AF12ACF43506610A42,2340383
1141F290DD971939D4322A132980D2AE,1168862
1149B0BAF50005F21F99491CADD52138,2814060
118658986E6CD1778FE7BDF86A227B1F,2352420
119B506B37F03BFF5F89895EEE68E661,3376136
127522C70D9ED9EC0837D13DE60C35B5,2703418
12CAB3EF5AC78761C0A944062BC4FCD0,3475671
12D42F9F3F9DF08BA0277180EAA63C6C,4042572
133060405757CC8F3243DE7670475069,3874623
1432D4191FE32608ADD4D28D8851CB3F,1812751
1454F33E5C78C8D1137A4E401CD42DFC,1857856
14CFB5F8AFE187A78C545FD29E047DF2,1931681
14E03FF9068C5953F50645462A6F57E3,5419320
1511919F603E917AE2F763B63C5C15B6,9542
152157E238C7197C66E435F535190C11,3871047
1560CDE47305E0210E1C195B876297F4,2635500
15A3C8E3C20A82B1A000F73E68E8195F,2698447
16681153B22FA54B76717989FA942BAD,3622461
16BB33BB9877241A4E9261356CE8C946,4337849
16C8F97A98587371AD31FC66D40B6592,3927902
17A6382BE6E8DE96365974C0F95FA0EE,2654925
1802778DABBD7646096178ECC690AF1A,5515622
186ACA4E157D9DDAF70E6064A75FD5F1,189677
1897F159E70105C6C0D587E38262B39F,3832699
18F4AD40AAABA00A347480173230F20E,5452641
1955CAF45A7A20FC0B0EBCF659D7D4F6,779193
1A293D1301E497FFF84CC9939D35796D,2489280
1ADE859BAA103A5E3DF8CFB95A7A3444,3254634
1B0AB85C82E3892C31BB67AD74AAB096,1056837
1BF198F28A34B0A4E09904B0081D0346,4115845
1C4F7B0A4FC1E830342A76ECB86B3468,2549880
1C775D1AA37368C8559F3493103C3560,2854560
1C9FCA9749E87A452EA3CAE6A021A6F1,508540
1D2C9E37A211B2272E52114AC4AE7D35,2788053
1D2DD2B5E9BAD8E22A50A816000886D5,1129020
1D7007E7B40FD522DD27B78063642566,4384680
1D8906DAF98896F75E60E78CBE2B6BB6,4197960
1DA2F6543A62B8ED934771661A9D2FA0,3052108
1F54827C261F646B83B382E854A55301,292025
1F5C543515D95749255AB53BE19E9DFE,2086408
1F933F245F1643C75AFFC9D8A5704C0A,2681700
1FDC5864FEEFBAB992E06D0D043DF30E,2725888
20090BF1C6821696287C4F11C902BF2E,3885635
200A7312B5E144856FE6B6A7B4D3EBDD,2340180
2024D9880E6268D6D09F944A0B79FD95,3114209
20C226BEA475325D540845F8575620FE,3530580
20FA9BBAD2CEB47640C476C634373493,9044808
21270A876FED2F970A5BFA6C0F0C4C87,1842960
217B297E10F56C51CC9D06709D53C71B,4204890
21D54F0DB50FB1C51114024922CCBCB2,3524760
21ED81E1EB6959505398A8B9ABBEAC07,4455060
227854E309B76E750F9EA570744E992C,3892311
2291A7D4FB9152DE3821EAEE60EDAC55,4436400
23181B7E3709116E0045E2F2B04E6177,5571660
235CCA5C170EA07F70B3CE02EB93130D,4424100
2381C1C2EE6BA84EA52251B840A176E9,3950165
23B8A57B2BA4AABE14D4E418BCC03B1E,3145500
23C55303BF3DDA67B03B743D8B5E89EC,3751060
23DF80C977D15141F11DD713C523C311,9908987
23F9C64B453AE29002A74E46B3A4EA6C,3725004
24244CE537D4D6F4D7EFDD761136988C,2993580
247B1C77F786173FBC2666D4F5593085,2075134
249DD4187B26939403A2638C41788B13,236894
24A88A82BF98E2309CBEEA20D861B746,3166786
24D8C8AC291EE15753297263006F3CA1,3832500
2546E4BDEB74E9759366F6998270FFE8,850980
26AE3417FAB5FCAEA717B55EFF5B3C76,4668960
2703CE92038E33AA5B6202E2008D5022,4914720
27E52DCD9E0FB9FCDF8D9EB87071E777,1809969
280B48F6ECAF5B820E338DD03685D733,4181640
28129A20A3F5B2F97F485FAAE9BEFFC0,3918660
28536560A06E8A5FC45EF125DE79DC0C,3219120
2858EBC55D37C01B926A99D0F627DFDD,1987560
28C1183F68B1FEA85D29C889587B3803,2519760
2923E157B6CDA9E4A2B5DDF7BC893240,4261620
2AF4F41ED5B552E5C5AEB694E8A9BF9A,3142301
2B696507F8C9FDD35CA63068D6EF6EA7,3416760
2B7CF5E0EF4E372D2461E6231671B089,1706600
2B8C057B66F7FAC58D46ACB6F3507010,4543978
2CF711234A32204FA7D72A4F5A23CBBE,774180
2D153C7F2F32720BE888136A68284E36,1235873
2D3D15A2E39654C7BB77FF90803E8441,2681880
2D55E64E1A5517C9745E282393C0FC55,1396860
2DBD4FA5BFE8B182841495F5E4940096,6404309
2E32DD1A4D3350CB8C167FA227832384,217739
2F21EC6C3C8FCCD15223B71E0D1E6081,4671594
2F2FFD0AC85A87DBC126F3DF55AE28F7,308210
2F3A49A7502968F82520DD122EADA88F,177973
2F95883E36C8AE23EA7B987CF308E139,3459492
